2026-02-03 19:58:59,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/11.Bays_real_code_ViT.py,29
2026-02-04 15:42:19,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/11.Bays_real_code_ViT.py,1
2026-02-09 19:10:01,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/Bayes_optimisation_files_CNN/11.Bays_optimisation_2D_CNN.py,17
2026-02-09 19:14:55,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/Bayes_optimisation_files_CNN/11.Bays_optimisation_2D_CNN.py,0
2026-02-09 19:15:18,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/Bayes_optimisation_files_CNN/11.Bays_optimisation_2D_CNN.py,16
2026-02-11 19:56:32,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/11.Bays_real_code_ViT.py,0
2026-02-11 19:56:43,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/11.Bays_real_code_ViT.py,4
2026-02-11 19:57:14,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/11.Bays_real_code_ViT.py,4
2026-02-11 19:59:06,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/11.Bays_real_code_ViT.py,3
2026-02-13 16:32:19,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/Bayes_optimisation_files_CNN/11.Bays_optimisation_3D_CNN.py,,0
2026-02-13 16:32:42,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/Bayes_optimisation_files_CNN/11.Bays_optimisation_3D_CNN.py,,0
2026-02-11 17:41:55,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/Bayes_optimisation_files_CNN/11.Bays_optimisation_2D_CNN.py,290063
2026-02-15 17:57:43,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/11.Bays_real_code_ViT.py,42920
2026-02-17 16:45:21,/media/2tbdisk3/data/Haidee/Python_code_Feb_2025_Aggregated_images/YuanLiu_Code/Code/Bayes_optimisation_files_CNN/11.Bays_optimisation_Hybrid.py,0
